Name,Address,Latitude,Longitude,Business Status,Primary Type,Discovery Tier,Discovery Score,Reasons,Matched Themes,Anchor Markets,Google Maps URL,Place ID
Santa Rosa Well Service,"2009 County Rd C3201, Stanton, TX 79782, USA",32.1044443,-101.8320603,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Bay City|TX; Big Lake|TX; Fort Stockton|TX,https://www.google.com/maps/place/?q=place_id:ChIJE9ZxBhBp-YYR99AzHeuwnxE,ChIJE9ZxBhBp-YYR99AzHeuwnxE
Saxton Well Service Inc.,"509 German Hill Rd, Tionesta, PA 16353, USA",41.4948245,-79.4394662,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Clarion|PA; Delmont|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJz5I3MRbUMogRbamOrRDCnjg,ChIJz5I3MRbUMogRbamOrRDCnjg
Scott Drilling Inc,"11923 Green Pines Cir, Houston, TX 77066, USA",29.9500003,-95.50144039999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Channelview|TX,https://www.google.com/maps/place/?q=place_id:ChIJBxkMTZ7OQIYRdzoR_bparMc,ChIJBxkMTZ7OQIYRdzoR_bparMc
Scott's Well Service,"8157 W Kellogg Rd NW, Alden, MI 49612, USA",44.8325768,-85.2453171,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Gaylord|MI,https://www.google.com/maps/place/?q=place_id:ChIJD4QJDTLnH4gRDr_VMbLIlHQ,ChIJD4QJDTLnH4gRDr_VMbLIlHQ
Select Oilfield Services LLC,"950 Birdsong Rd, Lafayette, LA 70507, USA",30.2771149,-92.0424311,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; gasfield natural gas well services,Arnaudville|LA; Broussard|LA,https://www.google.com/maps/place/?q=place_id:ChIJ1TSNDLSbJIYRJgB07Mskcb0,ChIJ1TSNDLSbJIYRJgB07Mskcb0
Sensenig & Weaver Well Drilling Inc,"1439 Dry Tavern Rd, Denver, PA 17517, USA",40.2105322,-76.0571392,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; drilling workover wireline cementing services,Hallstead|PA; Harrisburg|PA; Hershey|PA,https://www.google.com/maps/place/?q=place_id:ChIJvQ86ipRsxokR9aF8lmSOjtQ,ChIJvQ86ipRsxokR9aF8lmSOjtQ
Shreve's Well Services,"100 Industrial Rd, Spencer, WV 25276, USA",38.8004609,-81.3472249,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Grantsville|WV,https://www.google.com/maps/place/?q=place_id:ChIJZ8fMzbDySIgR2swilY4Jtzs,ChIJZ8fMzbDySIgR2swilY4Jtzs
Somerset Well Drilling,"101 Stouffer Hill Rd, Friedens, PA 15541, USA",40.0453234,-79.00371109999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; drilling workover wireline cementing services,Connellsville|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJVRmt_K_gyokRp2FcN9SNi0Q,ChIJVRmt_K_gyokRp2FcN9SNi0Q
"SOS Well Services, LLC","1321 S Oak St, Kimball, NE 69145, USA",41.2234385,-103.66006,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Boulder|WY; Cheyenne|WY; Douglas|WY,https://www.google.com/maps/place/?q=place_id:ChIJxfT0luDQb4cRY9NY4ET7jTU,ChIJxfT0luDQb4cRY9NY4ET7jTU
Southern Well Drilling,"836 Greenway Rd, Glade Hill, VA 24092, USA",37.0391325,-79.8126538,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Bluefield|VA; Cedar Bluff|VA; Clintwood|VA,https://www.google.com/maps/place/?q=place_id:ChIJ6VkEqrxoTYgRQsQt8EMKIaM,ChIJ6VkEqrxoTYgRQsQt8EMKIaM
Southern Well Services,"54 Ballard Rd, Perkinston, MS 39573, USA",30.8025634,-89.1938404,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Columbia|MS,https://www.google.com/maps/place/?q=place_id:ChIJ9w_gCgRZnIgRv32CXgMiNfI,ChIJ9w_gCgRZnIgRv32CXgMiNfI
Speedy Drilling Co,"3100 Macaw Rd, Carrollton, OH 44615, USA",40.6231388,-81.07910220000001,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Dennison|OH,https://www.google.com/maps/place/?q=place_id:ChIJSa3XJAa-NogRifbUZisj584,ChIJSa3XJAa-NogRifbUZisj584
Spoon Well Service,"542 Glensfork Rd, Glens Fork, KY 42741, USA",37.00953730000001,-85.29469859999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Albany|KY; Allen|KY; Edmonton|KY; Glasgow|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJadRds_fnZ4gRF_dflBU53SM,ChIJadRds_fnZ4gRF_dflBU53SM
Starks Drilling LLC,"1460 Pleasant Hill Dr, Almo, KY 42020, USA",36.7134136,-88.29214809999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; mobile well testing hydro testing pressure testing,Albany|KY; Beattyville|KY; Covington|KY; Edmonton|KY; Glasgow|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJy7ct16VReogRMDY1nq3YyYA,ChIJy7ct16VReogRMDY1nq3YyYA
Stasis Drilling Solutions,"4920 Shed Rd, Bossier City, LA 71111, USA",32.552532,-93.660765,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Arcadia|LA; Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJp_-EhV0xMYYRTMEQugE4zgg,ChIJp_-EhV0xMYYRTMEQugE4zgg
Steve Hanners Well Drilling & Hydrofracturing LLC,"6507 Cragford Rd, Lineville, AL 36266, USA",33.2574744,-85.72951959999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; mobile well testing hydro testing pressure testing,Brookwood|AL,https://www.google.com/maps/place/?q=place_id:ChIJp6iTKMybi4gRjmEdHMyxY74,ChIJp6iTKMybi4gRjmEdHMyxY74
"Stringer's Oilfield Service, Inc.","1320 MS-13, Columbia, MS 39429, USA",31.2680462,-89.8356539,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; gasfield natural gas well services,Columbia|MS,https://www.google.com/maps/place/?q=place_id:ChIJ5W_GxKlunYgRMXeI2s7EA8A,ChIJ5W_GxKlunYgRMXeI2s7EA8A
Suburban Well Drilling Co.,"11 N068 Rippburger Rd, Elgin, IL 60124, USA",42.0284239,-88.4313798,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Bridgeport|IL; Decatur|IL; Enfield|IL,https://www.google.com/maps/place/?q=place_id:ChIJd653GqgZD4gRGarNz3Imblo,ChIJd653GqgZD4gRGarNz3Imblo
Superior Well Services,"82 Old Elkins Rd, Buckhannon, WV 26201, USA",38.9886472,-80.19735179999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Bridgeport|WV; Ellenboro|WV; Fairmont|WV; Grantsville|WV,https://www.google.com/maps/place/?q=place_id:ChIJFbKP30xUSogRR5P01E6C4kM,ChIJFbKP30xUSogRR5P01E6C4kM
Superior Well Services,"13645 Hwy 11 N, Tuscaloosa, AL 35404, USA",33.1148768,-87.4753313,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Brookwood|AL; Cottondale|AL,https://www.google.com/maps/place/?q=place_id:ChIJBbwb1tGxiIgRNZaZZ-7fyHo,ChIJBbwb1tGxiIgRNZaZZ-7fyHo
Superior Well Services,"450 Gears Rd #790, Houston, TX 77067, USA",29.9465527,-95.4212707,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Channelview|TX,https://www.google.com/maps/place/?q=place_id:ChIJu7dd0o3JQIYRbJ2QwPdzBqM,ChIJu7dd0o3JQIYRbJ2QwPdzBqM
Superior Well Services,"380 Southpointe Blvd #210, Canonsburg, PA 15317, USA",40.2947769,-80.172922,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Charleroi|PA; Connellsville|PA; Eighty Four|PA; Harrisburg|PA; Hershey|PA,https://www.google.com/maps/place/?q=place_id:ChIJLTsYUhxUNIgRqDuu9OWm2jM,ChIJLTsYUhxUNIgRqDuu9OWm2jM
"T.O.S Oilfield Services, LLC","13382 Massey Rd, Conroe, TX 77306, USA",30.2573402,-95.3357116,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Athens|TX; Austin|TX; Brookshire|TX; Conroe|TX,https://www.google.com/maps/place/?q=place_id:ChIJTfQnTj9GR4YRKYOYl4vhohU,ChIJTfQnTj9GR4YRKYOYl4vhohU
"TAZ Well Service, Inc","2900 Lamesa Hwy, Big Spring, TX 79720, USA",32.2834655,-101.4964157,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Austin|TX; Bay City|TX; Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJp6XYv_26-IYR0CLYkqWelFg,ChIJp6XYv_26-IYR0CLYkqWelFg
Tegeler Oilfield Services,"3162 Butler Rd, Conroe, TX 77301, USA",30.309603,-95.4081909,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; oilfield supply pumps equipment rental,Conroe|TX,https://www.google.com/maps/place/?q=place_id:ChIJAVeutbs4R4YRQs4uZnCH90E,ChIJAVeutbs4R4YRQs4uZnCH90E
Thompson Drilling,"2381 137th Ave NW, Arnegard, ND 58835, USA",47.7577992,-103.5244767,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Arnegard|ND,https://www.google.com/maps/place/?q=place_id:ChIJp5UYAiqwJlMRx9YMJc8hnGA,ChIJp5UYAiqwJlMRx9YMJc8hnGA
TOPS Well Services LLC,"3077 Outlet Center Dr, Sealy, TX 77474, USA",29.7708412,-96.1354801,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; well service field services production support,Brookshire|TX,https://www.google.com/maps/place/?q=place_id:ChIJEbDpNJdGQYYR_IuVzt3Wz08,ChIJEbDpNJdGQYYR_IuVzt3Wz08
"Total Support Services, Inc. : TSS Drilling","4647 Brass Way, Dallas, TX 75236, USA",32.6847889,-96.8978206,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Fort Stockton|TX; Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJ4TFDRECQToYRicQx5AyDL4I,ChIJ4TFDRECQToYRicQx5AyDL4I
Toy Drilling LLC,"110 Red Shop Ln, Distant, PA 16223, USA",40.9725293,-79.35243,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Clarion|PA; Clearfield|PA; Connellsville|PA; Delmont|PA; Eighty Four|PA,https://www.google.com/maps/place/?q=place_id:ChIJu6OBbMuszIkRVXmk_c75T9Y,ChIJu6OBbMuszIkRVXmk_c75T9Y
Travis Combs Well Drilling,"9217 KY-270, Clay, KY 42404, USA",37.5012879,-87.8035336,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Edmonton|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJewvdeLoTcIgRc1nPH5Em0jQ,ChIJewvdeLoTcIgRc1nPH5Em0jQ
Travis Conner Well Services,"4950 Fairplay Rd, Columbia, KY 42728, USA",37.0125027,-85.3033943,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; drilling workover wireline cementing services,Albany|KY; Covington|KY; Edmonton|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJdTiA49jCZ4gRRhLyXziZnqg,ChIJdTiA49jCZ4gRRhLyXziZnqg
Triple A Drilling,"2389 F 1/2 Rd, Grand Junction, CO 81505, USA",39.0985489,-108.6099105,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; drilling workover wireline cementing services,Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJVX4UXjYdR4cRh4vWGRDDX9Y,ChIJVX4UXjYdR4cRh4vWGRDDX9Y
Triple S Well Services,"951 Old Hwy 98 E, Columbia, MS 39429, USA",31.2531692,-89.78659689999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; drilling workover wireline cementing services,Columbia|MS,https://www.google.com/maps/place/?q=place_id:ChIJP7YuG-VpnYgRjYCzGDxpmUI,ChIJP7YuG-VpnYgRjYCzGDxpmUI
Tyler Pump And Well Services LLC,"341 Torrey Rd, Honesdale, PA 18431, USA",41.6035411,-75.2083181,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Connellsville|PA; Hallstead|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJo0QdUs1N24kRE0qcDWSqdaw,ChIJo0QdUs1N24kRE0qcDWSqdaw
Virginia Drilling Co,"1327 Lovers Gap Rd, Vansant, VA 24656, USA",37.2277833,-82.09930589999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Cedar Bluff|VA; Clintwood|VA; Coeburn|VA,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAJD5T4gRElx24cFGxS4,ChIJAQAAAJD5T4gRElx24cFGxS4
Virginia Well Drilling & Pump Co LLC,"Captain Shands Rd, Weyers Cave, VA 24486, USA",38.3176354,-78.93159729999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Cedar Bluff|VA; Coeburn|VA,https://www.google.com/maps/place/?q=place_id:ChIJT1ChzJqWtIkRWn2gX5RU358,ChIJT1ChzJqWtIkRWn2gX5RU358
Walters Well Drilling LLC,"21576 Main St, Shade Gap, PA 17255, USA",40.1689139,-77.864857,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),well service field services production support; gasfield natural gas well services,Connellsville|PA; Harrisburg|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJdY3ijTtjyYkRa9k2dyEB5jk,ChIJdY3ijTtjyYkRa9k2dyEB5jk
WaterPro Well Service,"1029 Allen Rd, Cat Spring, TX 78933, USA",29.822283,-96.41251799999999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Brookshire|TX,https://www.google.com/maps/place/?q=place_id:ChIJy9eku8L9Q4YRdRfqEZTwimw,ChIJy9eku8L9Q4YRdRfqEZTwimw
Weaver Well Drilling & Excavating,"145 Lyons Rd, West Alexander, PA 15376, USA",40.0949183,-80.4531001,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Charleroi|PA; Connellsville|PA; Delmont|PA; Eighty Four|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJs_wtuuG3NYgRj_RgRLqxkY8,ChIJs_wtuuG3NYgRj_RgRLqxkY8
"Well Service Group, Inc.","190 Bilmar Dr #300, Pittsburgh, PA 15205, USA",40.4495766,-80.099999,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),gasfield natural gas well services; well service field services production support,Charleroi|PA; Clarion|PA; Clearfield|PA; Connellsville|PA; Delmont|PA; Eighty Four|PA; Harrisburg|PA; Hershey|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJOTU3RKpYNIgRdm6oH9Byj1Q,ChIJOTU3RKpYNIgRdm6oH9Byj1Q
"Well Versed Oilfield Services, LLC","15110 W Roosevelt Hwy, Mansfield, PA 16933, USA",41.7851071,-77.1554981,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),oilfield services; gasfield natural gas well services,Hallstead|PA,https://www.google.com/maps/place/?q=place_id:ChIJ76IdOADVz4kRSQZst9TaIX4,ChIJ76IdOADVz4kRSQZst9TaIX4
Wenger Well Drilling,"95 Helms Hollow Rd, Arab, AL 35012, USA",34.2923705,-86.4574301,OPERATIONAL,establishment,strong-review,86,operational; strong oil/gas service term; 2 strong matched theme(s),drilling workover wireline cementing services; well service field services production support,Brookwood|AL,https://www.google.com/maps/place/?q=place_id:ChIJ9_ARwtbliYgR3Os_jEuNg9c,ChIJ9_ARwtbliYgR3Os_jEuNg9c
