Name,Address,Latitude,Longitude,Business Status,Primary Type,Discovery Tier,Discovery Score,Reasons,Matched Themes,Anchor Markets,Google Maps URL,Place ID
Paul's Oil Field Services Inc,"734 E Old Hwy 50, Stafford, KS 67578, USA",37.9620929,-98.60954919999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Great Bend|KS,https://www.google.com/maps/place/?q=place_id:ChIJSYGns6tdpIcRCgNs0os0B34,ChIJSYGns6tdpIcRCgNs0os0B34
Peak Oilfield Services,"1502 10th St, Bridgeport, TX 76426, USA",33.212839,-97.757747,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Decatur|TX,https://www.google.com/maps/place/?q=place_id:ChIJsVa6A8SKTYYR3n6x6tkYloc,ChIJsVa6A8SKTYYR3n6x6tkYloc
Pearson Drilling & Pump Service,"5785 Red Creek Springs Rd, Pueblo, CO 81005, USA",38.2423132,-104.7116458,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Center|CO,https://www.google.com/maps/place/?q=place_id:ChIJq0zl_q6hE4cRp6wRMyhQuis,ChIJq0zl_q6hE4cRp6wRMyhQuis
PELICAN OILFIELD RENTALS,"110 Thruway Park Rd, Broussard, LA 70518, USA",30.163822,-91.9764117,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield supply pumps equipment rental,Arnaudville|LA; Broussard|LA; Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJvSLFDiqDJIYRLx1PDQkk9ZM,ChIJvSLFDiqDJIYRLx1PDQkk9ZM
Pennsylvania Drilling Company,"281 US-30, Imperial, PA 15126, USA",40.4443016,-80.24354129999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Charleroi|PA; Eighty Four|PA,https://www.google.com/maps/place/?q=place_id:ChIJEzVgN2xbNIgRPQJYZ31fX_c,ChIJEzVgN2xbNIgRPQJYZ31fX_c
Pense Brothers Drilling Co,"11925 Chigger Ridge Rd, Brookwood, AL 35444, USA",33.249922,-87.33429799999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Brookwood|AL,https://www.google.com/maps/place/?q=place_id:ChIJQWcYU2G6iIgR3c-89rGDOLo,ChIJQWcYU2G6iIgR3c-89rGDOLo
Performance Cable and Drilling LLC,"7262 Olean Rd, South Wales, NY 14139, USA",42.6830399,-78.5673448,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Buffalo|NY,https://www.google.com/maps/place/?q=place_id:ChIJ3_2zLwCp04kR7nKntE4uvJs,ChIJ3_2zLwCp04kR7nKntE4uvJs
Perry Well Drilling and Pump Repair,"1077 Carney Winters Rd, Ashland City, TN 37015, USA",36.31252,-87.02155499999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Brentwood|TN,https://www.google.com/maps/place/?q=place_id:ChIJIU_GWxPzZIgR0sEbjX-kmwA,ChIJIU_GWxPzZIgR0sEbjX-kmwA
Peterson McNett Drilling,"330 N Harrison St, Lindsborg, KS 67456, USA",38.5776486,-97.6665598,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Coffeyville|KS,https://www.google.com/maps/place/?q=place_id:ChIJQwJEj9qxvIcRhV0zwMc6610,ChIJQwJEj9qxvIcRhV0zwMc6610
Pier Drilling & Demolition U Need It 281 LLC,"6814 Frank Rd, Baytown, TX 77521, USA",29.79856239999999,-95.00441239999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Bay City|TX; Channelview|TX,https://www.google.com/maps/place/?q=place_id:ChIJwxEF8B9ZP4YRC73whithy3s,ChIJwxEF8B9ZP4YRC73whithy3s
Pinnacle Oilfield Inspection Services,"1173 Old Spanish Trail Hwy N, Broussard, LA 70518, USA",30.1095497,-91.9235058,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),NDT inspection tubular pipeline integrity services,Arnaudville|LA; Baton Rouge|LA; Broussard|LA; Frierson|LA,https://www.google.com/maps/place/?q=place_id:ChIJLz4rXc99I4YRc5OfKviZqDs,ChIJLz4rXc99I4YRc5OfKviZqDs
Pioneer Well Services,"4606 N Curtis Ln, New Iberia, LA 70560, USA",29.9514842,-91.8452729,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Arnaudville|LA; Broussard|LA,https://www.google.com/maps/place/?q=place_id:ChIJg1oelPF3I4YR_fLNKdIy0IE,ChIJg1oelPF3I4YR_fLNKdIy0IE
Pioneer Wireline Services,"106 Island Ave # 102, Buckhannon, WV 26201, USA",38.9950544,-80.2198402,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Fairmont|WV; Grantsville|WV,https://www.google.com/maps/place/?q=place_id:ChIJJSWU32JRSogRujo-JuEZHu0,ChIJJSWU32JRSogRujo-JuEZHu0
"Pitbull Pressure Testing, LLC","207 S Cherry St, Pecos, TX 79772, USA",31.4241285,-103.5008364,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),mobile well testing hydro testing pressure testing,Austin|TX; Aztec|NM; Bay City|TX; Big Lake|TX; Decatur|TX; Fort Stockton|TX; Frisco|TX; Gainesville|TX,https://www.google.com/maps/place/?q=place_id:ChIJS_jGIQnN-oYRx_ZXUXY9y8c,ChIJS_jGIQnN-oYRx_ZXUXY9y8c
Pocono Test Borings & Drilling,"251 Indian Lake Trail, White Haven, PA 18661, USA",41.1860931,-75.6693149,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),mobile well testing hydro testing pressure testing,Hallstead|PA,https://www.google.com/maps/place/?q=place_id:ChIJAxpQTNbixIkRNB8BlQBCeN0,ChIJAxpQTNbixIkRNB8BlQBCeN0
Post Pump & Drilling,"34 Center St, Eureka, MT 59917, USA",48.90993960000001,-115.0538811,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Cut Bank|MT,https://www.google.com/maps/place/?q=place_id:ChIJax757wezZVMR9PW8d2Xf_eo,ChIJax757wezZVMR9PW8d2Xf_eo
Precision Air Drilling Services,"456 Kokopelli Dr # F, Fruita, CO 81521, USA",39.1527311,-108.7340168,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),gasfield natural gas well services,Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJZR40-5L-RocR1e5p7t-A7QI,ChIJZR40-5L-RocR1e5p7t-A7QI
Precision Air Drilling Services,"2010 US-6, Fruita, CO 81521, USA",39.130158,-108.68102,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJM6xmcNf-RocRswFhdyUs9Ow,ChIJM6xmcNf-RocRswFhdyUs9Ow
Precision Well Service,"126 S 36th Rd, Syracuse, NE 68446, USA",40.665835,-96.12205589999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Buffalo|NY,https://www.google.com/maps/place/?q=place_id:ChIJHUB9SKU5lIcRaS6nZeF82TI,ChIJHUB9SKU5lIcRaS6nZeF82TI
"Precision Well Service, Inc.","403 Commerce Dr, Gillette, WY 82718, USA",44.2906543,-105.4576039,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Cheyenne|WY; Douglas|WY,https://www.google.com/maps/place/?q=place_id:ChIJe_TBLO6WNFMRHitAaY6Fl2A,ChIJe_TBLO6WNFMRHitAaY6Fl2A
Precision Wireline,"2402 S Monroe St #8670, Enid, OK 73701, USA",36.3710746,-97.88698079999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Bixby|OK; Elk City|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJ05S-3mnTr4cRKUG0qko6ZWM,ChIJ05S-3mnTr4cRKUG0qko6ZWM
Premier Pump & Well Service Inc,"5455 N 119th St W, Maize, KS 67101, USA",37.7819072,-97.4817968,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Coffeyville|KS; El Dorado|KS; Great Bend|KS,https://www.google.com/maps/place/?q=place_id:ChIJL4g_SrAhu4cRoNHFfW41m2Q,ChIJL4g_SrAhu4cRoNHFfW41m2Q
Priessco Oilfield Equipment and Supply,"12104 Wileman Way, Oklahoma City, OK 73162, USA",35.5929622,-97.6119724,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield supply pumps equipment rental,Elk City|OK,https://www.google.com/maps/place/?q=place_id:ChIJHcDdBJcDsocRSPQYUSXnSDs,ChIJHcDdBJcDsocRSPQYUSXnSDs
Prime Drilling and Sawing,"13 McCracken Rd, Millbury, MA 01527, USA",42.2029292,-71.77997049999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Boston|MA,https://www.google.com/maps/place/?q=place_id:ChIJaQ04LaUH5IkRHStTSB3mIVI,ChIJaQ04LaUH5IkRHStTSB3mIVI
Pro Oilfield Inspection,"2308 1st Ave #1, Greeley, CO 80634, USA",40.4001689,-104.6789351,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),NDT inspection tubular pipeline integrity services,Greeley|CO,https://www.google.com/maps/place/?q=place_id:ChIJEwMy9KKhbocRTadKoHJ90B8,ChIJEwMy9KKhbocRTadKoHJ90B8
Pro-Cut Concrete Sawing & Drilling,"3939 E Trindle Rd, Camp Hill, PA 17011, USA",40.233201,-76.94774699999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Harrisburg|PA,https://www.google.com/maps/place/?q=place_id:ChIJu1mV3i3oyIkR49wvyQC70-Y,ChIJu1mV3i3oyIkR49wvyQC70-Y
"Purity Oilfield Services, LLC","183 Bear Cat Rd, Aledo, TX 76008, USA",32.7274049,-97.6118249,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Decatur|TX; Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJt3voQtgFToYR-NpQYkyivbk,ChIJt3voQtgFToYR-NpQYkyivbk
Pyle Well Drilling,"4222 Main Rd, Bedford, PA 15522, USA",39.9600257,-78.4980856,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Connellsville|PA,https://www.google.com/maps/place/?q=place_id:ChIJDzvB2LhRyokRko-v-nUOsZ0,ChIJDzvB2LhRyokRko-v-nUOsZ0
"Q2 Artificial Lift - Patriot Pump Williston, ND","5817 Baldwin Ln, Williston, ND 58801, USA",48.2574946,-103.6102142,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),pump and supply artificial lift production equipment,Arnegard|ND,https://www.google.com/maps/place/?q=place_id:ChIJtZXtd-ZpIVMRlZvN7Y0fV88,ChIJtZXtd-ZpIVMRlZvN7Y0fV88
Q2 Artificial lift services,"1601 Industrial Blvd, Kilgore, TX 75662, USA",32.3753296,-94.8871176,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),pump and supply artificial lift production equipment,Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJdY2qNwAxNoYRDzTjHZVms94,ChIJdY2qNwAxNoYRDzTjHZVms94
Q2 Artificial Lift Services LLC.,"3427 TX-158, Midland, TX 79706, USA",31.9797922,-102.0238636,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),pump and supply artificial lift production equipment,Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJ6-AhFidj-YYRPG6nJCEG1UQ,ChIJ6-AhFidj-YYRPG6nJCEG1UQ
Quality Oilfield Solutions,"120 Industrial Ave, Granbury, TX 76049, USA",32.481966,-97.687474,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJZVhgDAgiToYRqo8dstNkUPU,ChIJZVhgDAgiToYRqo8dstNkUPU
R & R Drilling Inc,"2633 US-25E, Tazewell, TN 37879, USA",36.4746988,-83.5808462,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Albany|KY; Allen|KY; Beattyville|KY; Cookeville|TN; Covington|KY,https://www.google.com/maps/place/?q=place_id:ChIJXYE9CM5_W4gR9peQLx-vaBM,ChIJXYE9CM5_W4gR9peQLx-vaBM
R & R Well Services,"507 48th St, Woodward, OK 73801, USA",36.4391476,-99.4441133,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),gasfield natural gas well services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJP8ztCo_EqIcRH3c6QsUoRmg,ChIJP8ztCo_EqIcRH3c6QsUoRmg
R C Drilling,"1435 E Wells Fargo Dr, Olathe, KS 66062, USA",38.8628965,-94.7949491,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Coffeyville|KS,https://www.google.com/maps/place/?q=place_id:ChIJfyHlUmm-wIcRJ5g-lkEYz1c,ChIJfyHlUmm-wIcRJ5g-lkEYz1c
R. L. Zimmerman Well Drilling,"607 Old Rte 15, New Columbia, PA 17856, USA",41.0277337,-76.86710049999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Harrisburg|PA,https://www.google.com/maps/place/?q=place_id:ChIJPTpyjiYNz4kRoLMJv8IR5PI,ChIJPTpyjiYNz4kRoLMJv8IR5PI
"R&R Oilfield Rental Services, LLC","Ringwood, OK 73768, USA",36.352927,-98.255727,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield supply pumps equipment rental,Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJiYYTQxqzr4cR4n81g1uFmyg,ChIJiYYTQxqzr4cR4n81g1uFmyg
"Radial Drilling Services, Inc.","4921 Spring Cypress Rd, Spring, TX 77379, USA",30.0478286,-95.4960656,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Channelview|TX; Conroe|TX,https://www.google.com/maps/place/?q=place_id:ChIJbVwxrUszR4YRHNOcpIj9smE,ChIJbVwxrUszR4YRHNOcpIj9smE
"RAM Oilfield Services, LLC","5858 S 129th E Ave, Tulsa, OK 74134, USA",36.079432,-95.83355619999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJRVV015aNtocRXeWRrow1tx0,ChIJRVV015aNtocRXeWRrow1tx0
Ramco Roustabout Inc,"1401 E 3rd St, Big Lake, TX 76932, USA",31.1924188,-101.4496911,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services; roustabout welding fabrication facility services,Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJ46oYzrvW-YYRWRpXJVEj05E,ChIJ46oYzrvW-YYRWRpXJVEj05E
"Ranger Oilfield Products, LLC","17800 Old Danville Rd, Willis, TX 77318, USA",30.4984238,-95.49782019999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Conroe|TX,https://www.google.com/maps/place/?q=place_id:ChIJ1au4MWsWR4YRA4TMRRJgvSA,ChIJ1au4MWsWR4YRA4TMRRJgvSA
Rapad Drilling & Well Services Inc,"1309 Hillcrest Dr, Laurel, MS 39440, USA",31.6698117,-89.1620676,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Columbia|MS,https://www.google.com/maps/place/?q=place_id:ChIJ8eOq8IY0g4gRiRCtzoD-6MU,ChIJ8eOq8IY0g4gRiRCtzoD-6MU
Rarick Construction and Directional Drilling,"881 North 2700 East Road, Moweaqua, IL 62550, USA",39.610319,-88.980603,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Decatur|IL,https://www.google.com/maps/place/?q=place_id:ChIJh0e4PXmWdIgRIHTDTmJouU4,ChIJh0e4PXmWdIgRIHTDTmJouU4
Red Diamond Well Service,"7608 S Service Rd, Big Spring, TX 79720, USA",32.2781858,-101.3603729,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJ__y3a9Yj-YYRoc8vLTqqLxk,ChIJ__y3a9Yj-YYRoc8vLTqqLxk
Red Hot Steamers Oilfield Service,"1206 S Main St, Elk City, OK 73644, USA",35.3978967,-99.40438209999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Elk City|OK,https://www.google.com/maps/place/?q=place_id:ChIJtQ_dtgzlq4cROxF365l986g,ChIJtQ_dtgzlq4cROxF365l986g
Reiserer Well Drilling,"9975 SW Eugene Rd, Augusta, KS 67010, USA",37.6804057,-97.0463365,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,El Dorado|KS,https://www.google.com/maps/place/?q=place_id:ChIJI2-U027juocRgis7J-Ts-cc,ChIJI2-U027juocRgis7J-Ts-cc
Reliance Oilfield Services,"Williams Center Tower II, 2 West 2nd Street, Suite 1205, Tulsa, OK 74103, USA",36.153865,-95.992256,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Bixby|OK; Glenpool|OK,https://www.google.com/maps/place/?q=place_id:ChIJDxyeL7zstocRmPZRrJhzeJI,ChIJDxyeL7zstocRmPZRrJhzeJI
Reliance Oilfield Services,"2155 H Rd, Grand Junction, CO 81505, USA",39.1201364,-108.6522011,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJOS_uuGT9RocRCydhhwPRo58,ChIJOS_uuGT9RocRCydhhwPRo58
REM Directional Drilling,"13286 Co Rd 20, Boligee, AL 35443, USA",32.7464747,-88.0113926,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Brookwood|AL,https://www.google.com/maps/place/?q=place_id:ChIJaTiUz9IRmogRWyuDkvDVR9Q,ChIJaTiUz9IRmogRWyuDkvDVR9Q
Remmler Drilling & Pump Service,"3970 W Co Rd 500 N, Greensburg, IN 47240, USA",39.4115089,-85.5542827,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),gasfield natural gas well services,Clay County|IN,https://www.google.com/maps/place/?q=place_id:ChIJodThii_jaogRccE_XbQUZPw,ChIJodThii_jaogRccE_XbQUZPw
Renegade Wireline Services | Andrews Texas,"1235 SE 1000, Andrews, TX 79714, USA",32.3080236,-102.5202576,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Fort Stockton|TX,https://www.google.com/maps/place/?q=place_id:ChIJsQ98aNCN-4YRroFA0dAhT_g,ChIJsQ98aNCN-4YRroFA0dAhT_g
Renegade Wireline Services Broussard,"4008 3rd St, New Iberia, LA 70560, USA",30.0396324,-91.8735808,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Broussard|LA,https://www.google.com/maps/place/?q=place_id:ChIJwY82xhh9I4YRJSqbRN0J0VI,ChIJwY82xhh9I4YRJSqbRN0J0VI
Reve Oilfield Services,"5168 TX-18, Fort Stockton, TX 79735, USA",31.5318222,-102.8942987,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Fort Stockton|TX,https://www.google.com/maps/place/?q=place_id:ChIJd_i2cAD5-oYRDu2FF83Lk8g,ChIJd_i2cAD5-oYRDu2FF83Lk8g
RFC Drilling,"141 Wellhead Dr, Broussard, LA 70518, USA",30.1140893,-91.9399408,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Broussard|LA,https://www.google.com/maps/place/?q=place_id:ChIJa9NBxqR9I4YRDLQEShX8Rvw,ChIJa9NBxqR9I4YRDLQEShX8Rvw
Rhino Oilfield Services LLC,"3887 Falcon Rd, Salyersville, KY 41465, USA",37.7821521,-83.01326159999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Beattyville|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJ2whXTwBXRIgRsDHJet0i-pg,ChIJ2whXTwBXRIgRsDHJet0i-pg
Richard Simmons Drilling Inc,"60 Drill Rig Dr, Buchanan, VA 24066, USA",37.4768163,-79.7555975,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Bluefield|VA; Cedar Bluff|VA,https://www.google.com/maps/place/?q=place_id:ChIJUVLJpW4fTYgRW2Fb1gnIAA8,ChIJUVLJpW4fTYgRW2Fb1gnIAA8
Richardville Drilling Co,"9000 Marx Rd, Evansville, IN 47720, USA",38.014856,-87.6821401,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJLR6G7h1LcIgRnlGHVB90dZg,ChIJLR6G7h1LcIgRnlGHVB90dZg
Ridge-Wren Wireline,"15188 County Rd 431, Lindale, TX 75771, USA",32.4867032,-95.3741263,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Decatur|TX,https://www.google.com/maps/place/?q=place_id:ChIJya1pUBXHSYYRXfBRkGB-CiU,ChIJya1pUBXHSYYRXfBRkGB-CiU
Rig Up Oilfield Sales LLC.,"47445 National Rd W, St Clairsville, OH 43950, USA",40.07554650000001,-80.9371464,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield supply pumps equipment rental,Cambridge|OH; Dennison|OH,https://www.google.com/maps/place/?q=place_id:ChIJbw6GrSZxNogRuR-DpJloO4g,ChIJbw6GrSZxNogRuR-DpJloO4g
Rise Oilfield and Industrial Safety,"5047 140th Ave NW, Williston, ND 58801, USA",48.1463355,-103.7133759,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),mobile well testing hydro testing pressure testing,Arnegard|ND,https://www.google.com/maps/place/?q=place_id:ChIJTR7eDWlfIVMRJXRsIerFGro,ChIJTR7eDWlfIVMRJXRsIerFGro
RK Oilfield Services,"1700 S Portland Ave #3806, Oklahoma City, OK 73108, USA",35.4477892,-97.58197949999999,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield services,Bixby|OK,https://www.google.com/maps/place/?q=place_id:ChIJHzgfk4cRsocROawx92RMJHw,ChIJHzgfk4cRsocROawx92RMJHw
RM Drilling & Well Services,"307 1st Ave E Ste 2, Kalispell, MT 59901, USA",48.1959722,-114.310731,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Cut Bank|MT,https://www.google.com/maps/place/?q=place_id:ChIJ7yqRN_hRZlMR5gw8n6PCnyY,ChIJ7yqRN_hRZlMR5gw8n6PCnyY
Robinson Drilling of Texas Ltd,"1200 FM700, Big Spring, TX 79720, USA",32.269892,-101.4413251,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),well service field services production support,Big Lake|TX,https://www.google.com/maps/place/?q=place_id:ChIJAQAAAKkj-YYR6Z_vXLcUYno,ChIJAQAAAKkj-YYR6Z_vXLcUYno
Rock Creek Drilling Inc,"5200 Allan Rd, Cheyenne, WY 82009, USA",41.1642197,-104.7043186,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Cheyenne|WY,https://www.google.com/maps/place/?q=place_id:ChIJu8BnAwI9b4cRqtoGz-DzgOo,ChIJu8BnAwI9b4cRqtoGz-DzgOo
Rock Drilling LLC,"5501 Buchanan Blvd., Bardstown, KY 40004, USA",37.8292114,-85.4355581,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Albany|KY; Covington|KY; Edmonton|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJY9By9opNaIgR9kJvRONGDqk,ChIJY9By9opNaIgR9kJvRONGDqk
Rock Hammer HDD - Precise Drilling,"14388 Croghan Pike, Mt Union, PA 17066, USA",40.3671692,-77.8665877,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Delmont|PA; Hallstead|PA; Harrisburg|PA; Hershey|PA; Homer City|PA,https://www.google.com/maps/place/?q=place_id:ChIJjVH7mPFeyYkRD7kHXyaE-tA,ChIJjVH7mPFeyYkRD7kHXyaE-tA
Rock Hard Cementing,"WY-95, Glenrock, WY 82637, USA",42.8685175,-105.8763147,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Boulder|WY; Douglas|WY,https://www.google.com/maps/place/?q=place_id:ChIJ85yxpiraYIcRQj7qMBQnhBI,ChIJ85yxpiraYIcRQj7qMBQnhBI
"Rock Hard Cementing, LLC","310 Frontier Ct, Milliken, CO 80543, USA",40.3329694,-104.8367519,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),drilling workover wireline cementing services,Center|CO; Greeley|CO; Henderson|CO,https://www.google.com/maps/place/?q=place_id:ChIJoUKx4_unbocRR_DBcqTz-wQ,ChIJoUKx4_unbocRR_DBcqTz-wQ
Rocky Mountain Oilfield Warehouse,"2901 Killpecker Dr, Rock Springs, WY 82901, USA",41.6291279,-109.2381445,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),oilfield supply pumps equipment rental,Boulder|WY,https://www.google.com/maps/place/?q=place_id:ChIJ348PBN9mWocR0WXsVs63pWE,ChIJ348PBN9mWocR0WXsVs63pWE
Rocky Mountain Wireline Service,"2136 Highway 6 and 50, Grand Junction, CO 81505, USA",39.1173498,-108.6571317,OPERATIONAL,establishment,strong-review,78,operational; strong oil/gas service term; 1 strong matched theme(s),gasfield natural gas well services; pipeline gathering integrity midstream construction,Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJcfFMcnz9RocRkcBZJ_vDjGE,ChIJcfFMcnz9RocRkcBZJ_vDjGE
